account_id,customer_id,branch_id,account_type,open_date,balance,currency,account_status
118,14125,27,Savings,2024-01-27,3173.36,INR,Active
119,10454,56,Premium,2017-10-13,16543.59,INR,Active
120,56,86,Savings,2012-02-03,13943.41,INR,Active
121,15746,26,Savings,2013-05-11,21595.99,INR,Active
122,22891,18,Savings,2014-06-01,5211.31,INR,Active
123,13504,89,Salary,2020-10-09,6149.42,INR,Active
124,6289,13,Current,2024-06-19,3648.76,INR,Active
125,16617,18,Savings,2023-08-01,21630.78,INR,Active
126,23276,83,Savings,2019-06-11,96407.46,INR,Active
127,1762,59,Savings,2011-12-18,24243.26,INR,Active
128,18118,70,Savings,2013-04-04,10581.88,INR,Active
129,10590,95,Savings,2017-06-16,16461.17,INR,Active
130,22351,6,Business,2016-02-19,39713.5,INR,Active
131,13235,62,Premium,2022-04-18,1643.54,INR,Active
132,6470,26,Savings,2019-02-01,308673.68,INR,Active
133,6284,47,Salary,2017-10-10,28747.64,INR,Active
134,6989,3,Savings,2014-01-17,1819.24,INR,Active
135,16645,23,Savings,2014-03-03,44692.07,INR,Active
136,10569,17,Savings,2018-12-07,6685.72,INR,Active
137,3491,94,Savings,2020-06-17,20855.54,INR,Dormant
138,19020,99,Savings,2021-01-18,6471.85,INR,Active
139,5952,93,Savings,2019-02-18,33370.14,INR,Active
140,15525,5,Savings,2015-10-16,28726.06,INR,Active
141,20612,89,Premium,2013-08-12,7325.06,INR,Active
142,6944,51,Current,2020-10-22,131718.54,INR,Active
143,18575,97,Savings,2014-02-27,30460.87,INR,Active
144,4019,39,Savings,2021-11-12,806.33,INR,Active
145,17587,72,Current,2020-04-12,24618.51,INR,Active
146,9447,27,Salary,2021-12-09,59682.4,INR,Active
147,11261,27,Salary,2021-04-30,29449.91,INR,Active
148,18250,97,Savings,2020-08-02,4487.32,INR,Active
149,6372,88,Current,2015-11-08,3934.96,INR,Active
150,3757,2,Savings,2020-08-23,475173.99,INR,Active
151,794,43,Current,2014-05-11,1580.56,INR,Active
152,10542,12,Premium,2019-11-02,80438.9,INR,Active
153,17369,97,Savings,2020-08-17,4672.13,INR,Active
154,20261,72,Current,2014-12-12,17077.76,INR,Active
155,22409,51,Salary,2011-09-04,8999.03,INR,Active
156,14756,54,Salary,2021-09-16,7598.17,INR,Active
157,4663,40,Current,2022-06-22,11052.26,INR,Active
158,4213,26,Savings,2023-12-22,8004.37,INR,Active
159,7974,2,Savings,2021-04-08,8928.99,INR,Active
160,4972,51,Savings,2019-09-30,98995.12,INR,Active
161,12998,88,Savings,2021-03-09,122853.43,INR,Active
162,5589,49,Savings,2018-11-09,51631.03,INR,Active
163,4244,86,Savings,2024-07-27,6674.32,INR,Active
164,9182,87,Savings,2013-02-10,4479.79,INR,Active
165,2080,30,Savings,2024-11-10,49184.15,INR,Active
166,769,78,Salary,2017-09-15,8320.7,INR,Active
167,11486,38,Salary,2017-10-25,6759.72,INR,Active
168,4874,74,Premium,2014-09-14,10241.19,INR,Active
169,14423,55,Savings,2023-02-22,12003.27,INR,Active
170,14296,87,Current,2020-06-29,13849.17,INR,Active
171,19695,67,Premium,2023-02-17,8770.79,INR,Active
172,9504,46,Salary,2021-11-29,10147.07,INR,Dormant
173,22997,14,Savings,2019-05-14,17626.04,INR,Active
174,20627,19,Current,2025-05-03,5658.02,INR,Active
175,23237,20,Savings,2014-01-16,64790.86,INR,Active
176,14597,37,Savings,2014-11-26,1629.9,INR,Active
177,7084,99,Premium,2015-07-01,8725.12,INR,Active
178,2107,87,Salary,2015-09-28,18196.2,INR,Active
179,2574,9,Savings,2024-11-25,2617.52,INR,Active
180,18926,4,Savings,2013-03-21,7605.85,INR,Active
181,8997,75,Salary,2021-06-06,5369.19,INR,Active
182,23526,76,Savings,2012-12-21,13306.11,INR,Active
183,18459,57,Savings,2019-08-29,31380.66,INR,Active
184,11665,26,Savings,2022-12-29,2699.19,INR,Active
185,20610,54,Salary,2019-01-26,15941.0,INR,Active
186,20235,40,Savings,2017-03-24,10228.67,INR,Active
187,11047,99,Premium,2021-06-07,24148.6,INR,Active
188,21793,36,Savings,2013-01-08,16677.29,INR,Active
189,15851,81,Savings,2018-06-21,20941.79,INR,Active
190,2121,73,Savings,2018-10-01,3794.87,INR,Active
191,9131,42,Savings,2015-10-27,24335.35,INR,Active
192,19934,98,Savings,2022-04-05,25314.03,INR,Active
193,3005,17,Business,2014-08-04,30636.42,INR,Active
194,21989,80,Salary,2020-07-31,62528.53,INR,Active
195,21772,15,Current,2020-10-23,9205.77,INR,Active
196,8593,23,Current,2018-11-11,15349.25,INR,Active
197,12046,79,Current,2021-06-22,10600.58,INR,Active
198,1501,82,Salary,2021-09-24,11105.06,INR,Active
199,4498,59,Salary,2011-09-07,2896.09,INR,Active
200,24365,98,Premium,2012-12-01,72900.34,INR,Active
201,23511,39,Savings,2018-10-18,154952.78,INR,Active
202,15521,16,Savings,2013-02-07,23913.78,INR,Active
203,8503,99,Premium,2020-12-20,14746.2,INR,Dormant
204,3811,39,Savings,2012-03-28,47981.77,INR,Active
205,8437,57,Current,2012-09-21,1775.46,INR,Active
206,20145,3,Savings,2023-12-16,1619.19,INR,Active
207,22852,18,Savings,2024-05-12,23204.23,INR,Active
208,4495,49,Savings,2022-03-12,9900.32,INR,Active
209,10234,37,Salary,2013-12-02,18560.8,INR,Active
210,8203,62,Current,2019-11-06,14191.07,INR,Active
211,22075,72,Premium,2018-02-18,28050.7,INR,Active
212,7275,98,Savings,2021-01-27,7299.45,INR,Active
213,22787,6,Salary,2019-05-13,8534.92,INR,Active
214,23697,88,Premium,2021-10-12,3267.29,INR,Active
215,7288,89,Current,2017-10-08,11388.17,INR,Active
216,10875,92,Savings,2017-04-15,51576.15,INR,Dormant
217,13775,40,Premium,2012-05-15,4193.37,INR,Active
218,21755,5,Savings,2012-11-25,4797.75,INR,Active
219,9904,77,Premium,2023-05-03,13099.02,INR,Active
220,2397,58,Current,2014-02-02,55607.42,INR,Active
221,20315,77,Savings,2014-06-24,27140.59,INR,Active
222,18089,13,Salary,2023-03-17,50536.15,INR,Active
223,3739,38,Savings,2014-11-21,12708.85,INR,Active
224,12714,10,Salary,2023-10-23,26036.85,INR,Active
225,3999,82,Salary,2019-04-11,5049.62,INR,Active
226,9883,17,Savings,2012-02-18,37598.36,INR,Active
227,1008,70,Savings,2021-07-29,25479.43,INR,Active
228,572,79,Premium,2022-12-13,14151.06,INR,Active
229,7060,96,Salary,2013-12-29,48453.41,INR,Active
230,8074,65,Savings,2011-09-16,3897.85,INR,Active
231,2354,14,Business,2013-03-25,150916.56,INR,Active
232,21511,29,Savings,2024-02-29,5498.06,INR,Active
233,11802,98,Savings,2016-01-29,14864.67,INR,Active
234,17483,32,Savings,2017-09-21,54127.44,INR,Active
235,11723,27,Premium,2017-08-09,10230.25,INR,Dormant
236,16336,59,Business,2019-11-19,3373.31,INR,Active
237,5627,1,Savings,2017-07-28,5692.78,INR,Active
238,8985,24,Savings,2012-06-13,5985.26,INR,Active
239,19995,72,Savings,2019-10-24,20156.26,INR,Active
240,13998,50,Salary,2012-02-29,23111.92,INR,Active
241,5656,60,Business,2020-05-16,11995.86,INR,Active
242,11537,84,Savings,2023-10-18,75217.61,INR,Active
243,23484,63,Current,2015-06-27,36635.47,INR,Active
244,20173,81,Savings,2011-10-28,6104.93,INR,Active
245,17774,95,Salary,2017-04-21,34302.04,INR,Active
246,17163,86,Salary,2021-12-23,22260.05,INR,Active
247,19502,32,Savings,2019-11-22,81151.9,INR,Active
248,22432,97,Savings,2019-02-26,38285.82,INR,Active
249,23117,26,Savings,2024-02-21,40262.0,INR,Active
250,18280,75,Savings,2014-11-08,25926.71,INR,Active
251,6918,73,Savings,2023-01-24,30880.12,INR,Active
252,3390,84,Savings,2022-12-18,21422.19,INR,Active
253,459,84,Current,2015-12-06,10534.98,INR,Active
254,21289,60,Salary,2018-07-13,64908.5,INR,Active
255,7180,87,Current,2017-02-07,9095.94,INR,Dormant
256,19812,45,Savings,2024-03-21,22225.58,INR,Active
257,16691,44,Current,2024-01-06,2769.81,INR,Active
258,16003,28,Savings,2014-12-18,56282.22,INR,Active
259,22463,79,Savings,2022-07-07,11966.77,INR,Active
260,15141,4,Salary,2020-06-25,24424.64,INR,Closed
261,6296,50,Premium,2013-01-18,8173.51,INR,Active
262,12004,66,Current,2024-05-29,14646.25,INR,Active
263,12202,58,Premium,2016-03-19,78578.11,INR,Active
264,19976,100,Premium,2025-07-30,69990.14,INR,Active
265,526,78,Savings,2018-11-07,1843.48,INR,Active
266,1647,14,Savings,2012-03-04,12575.33,INR,Active
267,3815,70,Current,2012-05-17,35198.25,INR,Active
268,21928,76,Savings,2020-11-18,2996.14,INR,Active
269,6431,11,Premium,2015-07-06,14649.86,INR,Active
270,13150,1,Savings,2016-03-13,2865.25,INR,Active
271,23041,57,Savings,2013-05-21,72074.25,INR,Active
272,15564,37,Salary,2022-12-24,1945.64,INR,Active
273,18588,79,Current,2015-08-12,9024.9,INR,Active
274,14847,37,Premium,2014-12-09,6897.14,INR,Active
275,20678,59,Savings,2023-01-08,104705.53,INR,Active
276,2290,88,Current,2021-04-14,33733.89,INR,Dormant
277,23858,29,Premium,2024-05-29,15956.76,INR,Active
278,13606,84,Savings,2021-09-21,1791.56,INR,Active
279,1970,8,Business,2018-10-09,5625.42,INR,Active
280,12374,47,Current,2019-06-26,23877.0,INR,Dormant
281,22474,30,Savings,2013-01-20,16655.99,INR,Active
282,17371,72,Salary,2021-09-16,16319.62,INR,Active
283,14288,14,Savings,2014-12-20,1449.35,INR,Active
284,17088,70,Savings,2013-07-09,41446.41,INR,Closed
285,6925,73,Savings,2024-10-19,26298.93,INR,Active
286,1668,19,Salary,2017-10-31,20468.88,INR,Active
287,15639,83,Premium,2012-01-03,15438.2,INR,Active
288,3727,65,Savings,2022-12-13,3887.77,INR,Active
289,12179,60,Savings,2020-11-24,6205.84,INR,Active
290,11531,99,Savings,2021-05-29,2730.64,INR,Active
291,2990,9,Savings,2015-02-10,665.62,INR,Active
292,1178,25,Savings,2022-02-05,208799.78,INR,Active
293,11564,100,Current,2023-08-18,37267.63,INR,Active
294,24597,23,Savings,2019-09-20,43273.39,INR,Active
295,21628,15,Savings,2020-08-23,3100.24,INR,Active
296,4883,34,Savings,2017-05-14,7491.65,INR,Active
297,3611,29,Salary,2015-07-30,18125.93,INR,Active
298,10829,4,Salary,2025-05-19,7515.37,INR,Active
299,15711,74,Salary,2016-07-29,41719.67,INR,Active
300,21432,36,Savings,2021-04-18,6035.81,INR,Active
301,9601,44,Savings,2021-10-22,17979.68,INR,Active
302,19482,9,Current,2014-05-05,198897.66,INR,Active
303,6296,80,Current,2023-07-11,48234.06,INR,Active
304,3274,89,Savings,2014-05-23,4466.96,INR,Active
305,9655,69,Savings,2021-07-04,12133.06,INR,Active
306,8854,48,Savings,2024-06-26,49608.88,INR,Active
307,9161,78,Current,2018-01-05,7928.42,INR,Active
308,23165,39,Salary,2025-06-23,5831.0,INR,Closed
309,18734,19,Current,2019-04-20,1905.21,INR,Active
310,13032,97,Current,2013-12-29,26265.58,INR,Active
311,10107,70,Savings,2021-11-30,59057.09,INR,Active
312,2476,27,Current,2012-01-08,10322.5,INR,Active
313,8259,44,Savings,2018-10-05,2209.44,INR,Closed
314,9687,30,Savings,2013-04-12,2709.25,INR,Active
315,14789,77,Current,2025-07-12,16370.45,INR,Active
316,633,55,Salary,2023-01-28,2449.26,INR,Active
317,7124,3,Premium,2021-07-24,5410.2,INR,Active
318,13396,70,Savings,2011-12-29,34447.05,INR,Active
319,11024,76,Salary,2023-02-08,5893.23,INR,Active
320,2818,91,Savings,2022-01-31,3263.68,INR,Active
321,5300,62,Savings,2019-10-09,20709.78,INR,Active
322,24820,12,Premium,2023-03-12,71860.83,INR,Active
323,21933,35,Current,2019-12-23,18414.08,INR,Active
324,7694,73,Savings,2016-04-27,19654.02,INR,Active
325,20610,35,Savings,2012-11-13,31405.11,INR,Active
326,20644,95,Savings,2013-01-12,15433.11,INR,Active
327,15796,3,Business,2016-11-03,8552.21,INR,Active
328,7138,68,Savings,2011-09-13,4061.16,INR,Active
329,23564,32,Savings,2017-08-27,31917.83,INR,Active
330,12331,2,Current,2016-07-15,7702.13,INR,Active
331,13829,83,Savings,2014-12-21,15968.94,INR,Closed
332,12169,99,Savings,2016-10-12,8915.06,INR,Active
333,9075,7,Current,2017-08-23,82901.34,INR,Active
334,10341,52,Savings,2014-09-02,67368.72,INR,Active
335,19687,50,Savings,2023-07-05,2590.86,INR,Active
336,1550,71,Salary,2017-06-07,10201.41,INR,Dormant
337,4482,62,Savings,2018-04-06,21255.23,INR,Active
338,22392,39,Current,2014-02-18,68953.58,INR,Active
339,14829,85,Savings,2020-01-17,13116.53,INR,Active
340,4796,11,Savings,2016-06-07,26773.02,INR,Active
341,24346,68,Premium,2018-07-10,10855.91,INR,Active
342,19878,42,Salary,2019-01-06,104198.2,INR,Active
343,17,9,Premium,2015-05-07,10536.85,INR,Dormant
344,24508,21,Salary,2015-02-02,8470.05,INR,Active
345,18632,49,Current,2024-03-15,44937.8,INR,Active
346,7084,65,Savings,2018-01-31,11422.97,INR,Active
347,3457,51,Savings,2024-02-27,13521.39,INR,Active
348,10143,100,Savings,2019-09-26,6966.59,INR,Dormant
349,8965,94,Salary,2017-11-02,44145.98,INR,Active
350,19394,79,Savings,2015-02-13,5387.55,INR,Active
351,6980,78,Savings,2013-07-28,6634.05,INR,Dormant
352,2197,36,Savings,2025-05-26,13992.97,INR,Active
353,781,53,Premium,2019-11-30,25487.8,INR,Active
354,13071,17,Premium,2022-10-03,48388.08,INR,Active
355,5947,78,Savings,2024-10-26,7231.92,INR,Dormant
356,11436,32,Savings,2020-09-28,5364.29,INR,Active
357,12259,32,Savings,2015-07-14,36500.28,INR,Active
358,14216,46,Salary,2024-09-30,5032.27,INR,Active
359,9952,75,Savings,2020-04-29,19023.49,INR,Active
360,13058,29,Current,2023-06-19,1701.06,INR,Active
361,11871,79,Savings,2025-02-18,4152.64,INR,Active
362,1377,56,Current,2019-12-30,1592.19,INR,Active
363,18845,30,Premium,2011-08-15,6330.57,INR,Active
364,3728,72,Savings,2024-06-08,23711.32,INR,Closed
365,15464,99,Savings,2020-07-21,18265.98,INR,Active
366,14567,91,Savings,2016-10-01,2488.39,INR,Active
367,18932,36,Savings,2021-07-20,19438.09,INR,Active
368,13945,34,Salary,2020-01-14,19598.33,INR,Active
369,1779,95,Savings,2021-06-27,3694.11,INR,Active
370,5252,20,Salary,2019-05-15,13453.88,INR,Active
371,1829,85,Savings,2014-03-08,54168.69,INR,Active
372,10823,4,Savings,2018-07-13,6717.04,INR,Active
373,20816,58,Current,2020-01-26,94571.84,INR,Active
374,11155,49,Current,2018-09-19,42096.86,INR,Active
375,9325,76,Salary,2017-10-04,25950.01,INR,Active
376,16045,100,Savings,2019-07-05,7387.08,INR,Active
377,1170,63,Savings,2013-08-31,28034.87,INR,Active
378,21622,45,Savings,2015-11-06,30881.11,INR,Active
379,18395,15,Savings,2022-01-29,37053.3,INR,Dormant
380,9029,61,Business,2024-02-10,38210.25,INR,Active
381,10078,70,Savings,2017-04-24,8154.25,INR,Active
382,8000,37,Savings,2019-03-12,25197.46,INR,Dormant
383,10596,70,Current,2012-04-11,9613.52,INR,Dormant
384,12836,85,Savings,2013-02-28,4027.19,INR,Active
385,9558,92,Savings,2013-09-06,10180.46,INR,Active
386,2015,89,Salary,2017-12-16,20761.15,INR,Active
387,5348,56,Savings,2014-02-05,728.44,INR,Active
388,14290,32,Current,2023-08-23,38594.09,INR,Active
389,9136,71,Savings,2017-11-23,2048.67,INR,Active
390,18746,21,Savings,2022-11-21,7080.76,INR,Active
391,18323,89,Premium,2012-06-08,5063.92,INR,Active
392,24260,71,Current,2014-12-14,9151.58,INR,Active
393,573,98,Savings,2021-07-21,16510.14,INR,Active
394,17902,70,Salary,2016-06-30,8600.42,INR,Active
395,17922,22,Salary,2018-10-06,94767.61,INR,Active
396,24559,40,Savings,2013-11-21,9768.37,INR,Active
397,1728,63,Savings,2023-06-30,5705.35,INR,Active
398,13172,86,Savings,2014-05-28,7240.73,INR,Active
399,18134,92,Savings,2023-08-06,19554.61,INR,Active
400,2114,25,Savings,2022-12-03,12857.7,INR,Active
401,23649,42,Savings,2011-10-19,5094.74,INR,Active
402,5547,19,Savings,2023-05-16,1036.94,INR,Active
403,16392,24,Savings,2022-04-05,126494.91,INR,Active
404,21039,15,Premium,2020-10-04,48827.93,INR,Active
405,6972,84,Current,2016-10-23,36336.17,INR,Active
406,13938,40,Savings,2023-10-10,7995.97,INR,Active
407,613,32,Current,2025-02-17,44542.46,INR,Dormant
408,5907,32,Savings,2017-11-18,6288.64,INR,Active
409,21633,63,Savings,2016-10-05,53022.95,INR,Active
410,1126,95,Current,2015-08-11,74519.08,INR,Active
411,9753,3,Savings,2024-04-06,7313.49,INR,Active
412,227,61,Savings,2014-06-05,26119.28,INR,Active
413,646,83,Salary,2019-12-31,64895.79,INR,Active
414,10965,88,Savings,2011-09-21,11594.87,INR,Active
415,9178,21,Savings,2018-06-27,6515.63,INR,Active
416,6451,47,Savings,2018-06-03,95727.03,INR,Active
417,11440,22,Salary,2022-07-08,21687.17,INR,Active
418,22434,66,Savings,2023-06-28,12977.41,INR,Active
419,1959,70,Premium,2015-04-16,7251.52,INR,Active
420,23044,58,Savings,2019-11-26,33963.36,INR,Active
421,4629,99,Salary,2016-01-20,24752.69,INR,Active
422,21031,9,Salary,2021-12-26,16572.47,INR,Active
423,21126,91,Current,2014-04-14,2052.74,INR,Active
424,20981,72,Savings,2021-09-09,2407.55,INR,Dormant
425,12110,84,Savings,2017-09-15,19898.04,INR,Active
426,18352,83,Business,2022-04-11,16791.02,INR,Active
427,24265,28,Savings,2019-03-06,44527.21,INR,Active
428,17916,19,Premium,2025-05-01,157664.19,INR,Active
429,1461,61,Savings,2022-02-22,1390.97,INR,Active
430,18147,59,Salary,2011-12-08,9362.61,INR,Active
431,8260,92,Premium,2011-11-13,3172.5,INR,Closed
432,5375,55,Savings,2016-09-17,2899.25,INR,Active
433,9886,12,Current,2021-02-12,5538.36,INR,Active
434,10179,44,Savings,2015-04-24,13950.58,INR,Active
435,13636,35,Salary,2020-10-17,7176.05,INR,Active
436,6318,47,Savings,2014-06-01,17841.07,INR,Active
437,23133,22,Current,2020-02-21,74503.71,INR,Active
438,18231,71,Savings,2014-09-19,9644.77,INR,Active
439,16301,67,Current,2019-09-14,10413.34,INR,Closed
440,9303,38,Savings,2024-11-04,1636.03,INR,Active
441,6717,12,Current,2023-10-07,7981.15,INR,Dormant
442,10333,99,Savings,2016-12-10,5820.23,INR,Active
443,5809,13,Savings,2021-06-12,49088.28,INR,Active
444,12606,54,Premium,2015-06-15,6680.61,INR,Active
445,4913,41,Salary,2016-12-06,16889.55,INR,Active
446,22208,11,Savings,2019-11-13,43956.38,INR,Active
447,20014,45,Savings,2024-02-17,36229.14,INR,Active
448,11532,61,Savings,2021-09-13,10745.32,INR,Dormant
449,15813,8,Premium,2014-09-27,15896.29,INR,Active
450,4034,68,Savings,2016-07-15,6388.61,INR,Active
451,1775,28,Savings,2022-04-19,1791.25,INR,Active
452,5890,63,Current,2025-07-13,4557.7,INR,Active
453,10059,77,Savings,2011-09-29,9306.74,INR,Active
454,11778,93,Savings,2025-06-11,9128.76,INR,Closed
455,22786,81,Current,2024-04-13,4899.34,INR,Active
456,5477,85,Salary,2013-02-15,11808.18,INR,Active
457,7447,24,Current,2014-07-07,46982.5,INR,Active
458,3501,73,Savings,2018-02-02,8933.16,INR,Active
459,1824,67,Savings,2019-11-05,11371.09,INR,Active
460,15008,57,Savings,2011-08-16,35347.04,INR,Active
461,3362,56,Savings,2015-12-17,4199.48,INR,Active
462,7612,18,Current,2018-08-17,7972.97,INR,Active
463,11739,11,Savings,2022-05-03,15193.03,INR,Active
464,15846,65,Savings,2021-04-26,56163.87,INR,Active
465,6981,30,Savings,2013-04-15,3506.25,INR,Active
466,7598,64,Savings,2013-07-25,15021.1,INR,Active
467,14139,15,Savings,2017-09-01,11942.74,INR,Active
468,786,73,Business,2018-11-29,17584.6,INR,Dormant
469,5620,17,Savings,2019-07-17,314742.25,INR,Active
470,21301,87,Savings,2020-02-25,1530.38,INR,Active
471,24115,85,Savings,2020-09-13,16399.37,INR,Active
472,15997,99,Savings,2015-03-29,60612.04,INR,Active
473,22801,99,Premium,2025-05-06,47974.13,INR,Active
474,16213,8,Savings,2021-11-30,6240.33,INR,Active
475,20115,64,Current,2017-11-28,6545.11,INR,Active
476,12022,11,Savings,2019-08-04,1077.64,INR,Active
477,13332,41,Premium,2024-02-15,4486.2,INR,Active
478,12870,55,Savings,2018-06-24,13830.77,INR,Active
479,24510,88,Savings,2017-09-26,1029.87,INR,Active
480,22453,78,Savings,2017-01-12,576827.33,INR,Active
481,6143,4,Salary,2018-12-31,10542.75,INR,Active
482,8017,81,Salary,2020-08-08,11141.94,INR,Active
